식품명,식품기원명,대표식품코드,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량,업체명,데이터생성일자,데이터기준일자
피자_스위트큐브피자 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,250,,10.53,,,,4.96,,,,,,274,,,,,,,,,,4.14,,식품의약품안전처,800g(,비토랩,2022-10-30,2023-08-31
피자_스위트크림&콘슈시카고피자,외식(프랜차이즈 등 업체 제공 영양정,2120,100g,269,,11.66,,,,6.75,,,,,,402,,,,,,,,,,4.29,,식품의약품안전처,979g(,빅스타피자,2022-10-30,2023-08-31
피자_스윗고구마무스피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,246,,10.23,,,,7.78,,,,,,322,,,,,,,,,,3.96,,식품의약품안전처,1080g,피제이피자,2022-10-30,2023-08-31
피자_스윗고구마피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,246,,11.63,,,,6.8,,,,,,308,,,,,,,,,,3.77,,식품의약품안전처,830g(,뽕뜨락피자,2022-10-30,2023-08-31
피자_스윗고구마피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,205,,7.6,,,,5.09,,,,,,260,,,,,,,,,,3.25,,식품의약품안전처,1035g,피자탑,2022-10-30,2023-08-31
피자_스윗고구마피자 (M),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,255,,13.1,,,,7.09,,,,,,306,,,,,,,,,,4.52,,식품의약품안전처,511g(,뽕뜨락피자,2022-10-30,2023-08-31
피자_스윗고구마피자 오리진 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,236,,15.6,,,,0.92,,,,,,421,,,,,,,,,,4.59,,식품의약품안전처,1097g,미스터피자,2022-10-30,2023-08-31
피자_스윗고구마피자 오리진 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,220,,13.9,,,,1.07,,,,,,407,,,,,,,,,,5.88,,식품의약품안전처,682g(,미스터피자,2022-10-30,2023-08-31
피자_스윗고구마피자 치즈캡 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,244,,14.06,,,,1.56,,,,,,405,,,,,,,,,,4.69,,식품의약품안전처,1220g,미스터피자,2022-10-30,2023-08-31
피자_스윗고구마피자 치즈캡 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,231,,12.84,,,,1.83,,,,,,394,,,,,,,,,,5.5,,식품의약품안전처,778g(,미스터피자,2022-10-30,2023-08-31
피자_스윗고르곤졸라피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,428,,21,,,,2,,,,,,390,,,,,,,,,,10,,식품의약품안전처,713g(,업텐브로피자,2022-10-30,2023-08-31
피자_스윗꽃맛살피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,219,,8.45,,,,6.91,,,,,,630,,,,,,,,,,2.36,,식품의약품안전처,1041g,뽕뜨락피자,2022-10-30,2023-08-31
피자_스윗꽃맛살피자 (M),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,231,,9.68,,,,6.87,,,,,,631,,,,,,,,,,2.83,,식품의약품안전처,641g(,뽕뜨락피자,2022-10-30,2023-08-31
피자_스윗베이컨고구마피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,197,,10.69,,,,3.19,,,,,,237,,,,,,,,,,3.42,,식품의약품안전처,1068g,피자탑,2022-10-30,2023-08-31
피자_스윗파인고구마피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,134,,6.85,,,,3,,,,,,139,,,,,,,,,,1.54,,식품의약품안전처,1315g,피자탑,2022-10-30,2023-08-31
피자_스윗하새우피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,299,,12.94,,,,5.33,,,,,,569,,,,,,,,,,5.9,,식품의약품안전처,712g(,피자마루,2022-10-30,2023-08-31
피자_스윗하새우피자 바이트 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,286,,12.25,,,,5.96,,,,,,563,,,,,,,,,,6.09,,식품의약품안전처,877g(,피자마루,2022-10-30,2023-08-31
피자_스치새피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,276,,6.79,,,,4.13,,,,,,500,,,,,,,,,,1.12,,식품의약품안전처,875g(,피자애,2022-10-30,2023-08-31
피자_스테이크불갈비피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,254,,15.16,,,,4.29,,,,,,570,,,,,,,,,,4.78,,식품의약품안전처,730g(,피자마루,2022-10-30,2023-08-31
피자_스테이크불갈비피자 바이트 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,249,,14.02,,,,5.09,,,,,,562,,,,,,,,,,5.18,,식품의약품안전처,895g(,피자마루,2022-10-30,2023-08-31
피자_스테이크새우피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,277,,6.94,,,,4.35,,,,,,434,,,,,,,,,,0.93,,식품의약품안전처,864g(,피자애,2022-10-30,2023-08-31
피자_스테이크세보래피자 씬 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,212,,12.1,,,,2.42,,,,,,439,,,,,,,,,,4.52,,식품의약품안전처,992g(,지정환피자,2022-10-30,2023-08-31
피자_스테이크세보래피자 씬 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,211,,11.11,,,,3.03,,,,,,436,,,,,,,,,,4.44,,식품의약품안전처,594g(,지정환피자,2022-10-30,2023-08-31
피자_스테이크피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,272,,6,,,,4.91,,,,,,422,,,,,,,,,,1.02,,식품의약품안전처,884g(,피자애,2022-10-30,2023-08-31
피자_스테이크피자 (XL),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,263,,15.23,,,,3.97,,,,,,409,,,,,,,,,,3.97,,식품의약품안전처,904g(,난타5000피자,2022-10-30,2023-08-31
피자_스테이크피자,외식(프랜차이즈 등 업체 제공 영양정,2120,100g,242,,12.98,,,,3.18,,,,,,478,,,,,,,,,,4.11,,식품의약품안전처,755g(,피자스쿨,2022-10-30,2023-08-31
피자_스파이시 감자 포카챠,외식(프랜차이즈 등 업체 제공 영양정,2120,100g,205,,8.5,,,,2,,,,,,310,,,,,,,,,,3.5,,식품의약품안전처,200g(,파스쿠찌,2022-07-11,2023-08-31
피자_스파이시 쉬림프피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,224,,12.84,,,,4.43,,,,,,441,,,,,,,,,,3.88,,식품의약품안전처,980g(,뽕뜨락피자,2022-10-30,2023-08-31
피자_스파이시 쉬림프피자 (M),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,232,,14.46,,,,4.62,,,,,,438,,,,,,,,,,4.65,,식품의약품안전처,603g(,뽕뜨락피자,2022-10-30,2023-08-31
피자_스파이시살라미피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,195,,10.14,,,,2.4,,,,,,401,,,,,,,,,,3.36,,식품의약품안전처,1170g,피자탑,2022-10-30,2023-08-31
피자_스파이시이탈리안피자 (F),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,273,,10.74,,,,4.13,,,,,,638,,,,,,,,,,4.13,,식품의약품안전처,965g(,파파존스,2022-10-30,2023-08-31
피자_스파이시이탈리안피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,274,,11.17,,,,3.91,,,,,,641,,,,,,,,,,4.47,,식품의약품안전처,717g(,파파존스,2022-10-30,2023-08-31
피자_스파이시이탈리안피자 (P),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,273,,11.38,,,,4.07,,,,,,638,,,,,,,,,,4.88,,식품의약품안전처,1227g,파파존스,2022-10-30,2023-08-31
피자_스파이시치킨랜치피자 (F),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,279,,11.11,,,,3.42,,,,,,673,,,,,,,,,,4.27,,식품의약품안전처,934g(,파파존스,2022-10-30,2023-08-31
피자_스파이시치킨랜치피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,279,,11.49,,,,3.45,,,,,,673,,,,,,,,,,4.02,,식품의약품안전처,694g(,파파존스,2022-10-30,2023-08-31
피자_스파이시치킨랜치피자 (P),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,279,,10.92,,,,3.36,,,,,,672,,,,,,,,,,4.2,,식품의약품안전처,1187g,파파존스,2022-10-30,2023-08-31
피자_스파이시치킨랜치피자 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,279,,10.94,,,,3.91,,,,,,673,,,,,,,,,,3.91,,식품의약품안전처,384g(,파파존스,2022-10-30,2023-08-31
피자_스파이시페페로니피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,254,,13.16,,,,3.56,,,,,,568,,,,,,,,,,5.16,,식품의약품안전처,1100g,왕손피자,2022-10-30,2023-08-31
피자_스파이시포테이토피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,185,,8.2,,,,2.4,,,,,,316,,,,,,,,,,2.1,,식품의약품안전처,1163g,피자탑,2022-10-30,2023-08-31
피자_스팸맥앤치즈피자,외식(프랜차이즈 등 업체 제공 영양정,2120,100g,245,,10.98,,,,5.52,,,,,,389,,,,,,,,,,3.86,,식품의약품안전처,960g(,유로코피자,2022-10-30,2023-08-31
피자_시그니처피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,291,,11,,,,6.45,,,,,,283,,,,,,,,,,3.75,,식품의약품안전처,948g(,피굽남피자,2022-10-30,2023-08-31
피자_시카고딥피자 노엣지 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,283,,16.51,,,,2.75,,,,,,481,,,,,,,,,,5.5,,식품의약품안전처,1092g,미스터피자,2022-10-30,2023-08-31
피자_시카고딥피자 노엣지 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,338,,17.75,,,,2.96,,,,,,467,,,,,,,,,,6.51,,식품의약품안전처,675g(,미스터피자,2022-10-30,2023-08-31
피자_식스치즈피자 (F),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,271,,12.04,,,,4.63,,,,,,610,,,,,,,,,,3.7,,식품의약품안전처,863g(,파파존스,2022-10-30,2023-08-31
피자_식스치즈피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,273,,11.88,,,,5,,,,,,613,,,,,,,,,,3.75,,식품의약품안전처,641g(,파파존스,2022-10-30,2023-08-31
피자_식스치즈피자 (P),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,272,,11.82,,,,4.55,,,,,,610,,,,,,,,,,3.64,,식품의약품안전처,1097g,파파존스,2022-10-30,2023-08-31
피자_신세개피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,248,,11.86,,,,4.24,,,,,,285,,,,,,,,,,4.24,,식품의약품안전처,1062g,피자에땅,2022-10-30,2023-08-31
피자_싹스리버거피자,외식(프랜차이즈 등 업체 제공 영양정,2120,100g,266,,12.24,,,,4.59,,,,,,400,,,,,,,,,,4.08,,식품의약품안전처,1567g,빅스타피자,2022-10-30,2023-08-31
피자_쏘핫불고기피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,151,,12.44,,,,4.67,,,,,,659,,,,,,,,,,4,,식품의약품안전처,720g(,반올림피자샵,2022-10-30,2023-08-31
피자_쏘핫불고기피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,186,,10.28,,,,3.66,,,,,,327,,,,,,,,,,1.31,,식품의약품안전처,1045g,피자탑,2022-10-30,2023-08-31
피자_쏘핫불고기피자 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,151,,12.5,,,,4.67,,,,,,659,,,,,,,,,,4,,식품의약품안전처,360g(,반올림피자샵,2022-10-30,2023-08-31
피자_쏘핫불고기피자 밀도우 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,106,,9.47,,,,4.4,,,,,,223,,,,,,,,,,2.61,,식품의약품안전처,1090g,피자파는집,2022-10-30,2023-08-31
피자_쏘핫불고기피자 밀도우 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,70,,6.31,,,,2.94,,,,,,149,,,,,,,,,,1.74,,식품의약품안전처,688g(,피자파는집,2022-10-30,2023-08-31
피자_쏘핫불고기피자 씬도우 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,106,,9.48,,,,4.42,,,,,,223,,,,,,,,,,2.62,,식품의약품안전처,880g(,피자파는집,2022-10-30,2023-08-31
피자_쏘핫불고기피자 씬도우 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,70,,6.32,,,,2.95,,,,,,149,,,,,,,,,,1.75,,식품의약품안전처,588g(,피자파는집,2022-10-30,2023-08-31
피자_쓰리고피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,209,,13.42,,,,5.22,,,,,,350,,,,,,,,,,1.96,,식품의약품안전처,1073g,뽕뜨락피자,2022-10-30,2023-08-31
피자_쓰리고피자 (M),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,218,,15.15,,,,6.06,,,,,,351,,,,,,,,,,2.35,,식품의약품안전처,660g(,뽕뜨락피자,2022-10-30,2023-08-31
피자_아메리칸 미트 피자,외식(프랜차이즈 등 업체 제공 영양정,2120,100g,269,,9.95,,,,6.02,,,,,,521,,,,,,,,,,4.94,,식품의약품안전처,359g(,고피자,2022-10-30,2023-08-31
피자_아메리칸스페셜피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,281,,14.07,,,,3.7,,,,,,388,,,,,,,,,,4.44,,식품의약품안전처,1080g,피자헤븐,2022-10-30,2023-08-31
피자_아보카도바이트피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,231,,11.23,,,,7.85,,,,,,500,,,,,,,,,,3.71,,식품의약품안전처,1044g,킹스타피자,2022-10-30,2023-08-31
피자_아보카도바이트피자 (M),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,224,,11.29,,,,8.44,,,,,,500,,,,,,,,,,3.4,,식품의약품안전처,848g(,킹스타피자,2022-10-30,2023-08-31
피자_아시아고피자 고구마크러스트 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,250,,11.82,,,,5.45,,,,,,379,,,,,,,,,,3.91,,식품의약품안전처,880g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 고구마크러스트 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,249,,11.49,,,,5.75,,,,,,376,,,,,,,,,,3.79,,식품의약품안전처,522g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 밀스크린 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,262,,12.77,,,,4.26,,,,,,493,,,,,,,,,,4.26,,식품의약품안전처,752g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 밀스크린 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,260,,13.43,,,,4.48,,,,,,491,,,,,,,,,,4.48,,식품의약품안전처,402g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 밀스크린고구마크러스트 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,254,,11.32,,,,5.66,,,,,,448,,,,,,,,,,3.87,,식품의약품안전처,848g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 밀스크린고구마크러스트 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,249,,11.69,,,,6.49,,,,,,440,,,,,,,,,,4.03,,식품의약품안전처,462g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 밀스크린체다크림크러스트 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,258,,12.26,,,,6.6,,,,,,540,,,,,,,,,,4.06,,식품의약품안전처,848g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 밀스크린체다크림크러스트 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,253,,11.69,,,,6.49,,,,,,540,,,,,,,,,,4.29,,식품의약품안전처,462g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 밀스크린치즈크러스트 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,250,,13.21,,,,3.77,,,,,,493,,,,,,,,,,3.96,,식품의약품안전처,848g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 밀스크린치즈크러스트 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,242,,12.66,,,,3.8,,,,,,489,,,,,,,,,,4.18,,식품의약품안전처,474g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 백미스크린 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,256,,12.22,,,,7.78,,,,,,480,,,,,,,,,,4.33,,식품의약품안전처,720g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 백미스크린 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,251,,12.31,,,,7.69,,,,,,474,,,,,,,,,,4.62,,식품의약품안전처,390g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 백미스크린치즈크러스트 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,243,,12.75,,,,6.86,,,,,,483,,,,,,,,,,4.02,,식품의약품안전처,816g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 백미스크린치즈크러스트 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,237,,13.16,,,,6.58,,,,,,482,,,,,,,,,,4.21,,식품의약품안전처,456g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 씬 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,272,,13.85,,,,4.62,,,,,,400,,,,,,,,,,7.54,,식품의약품안전처,520g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 씬 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,271,,13.73,,,,5.88,,,,,,394,,,,,,,,,,7.45,,식품의약품안전처,306g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 체다크림크러스트 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,251,,11.71,,,,6.31,,,,,,463,,,,,,,,,,4.05,,식품의약품안전처,888g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 체다크림크러스트 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,253,,11.49,,,,5.75,,,,,,464,,,,,,,,,,4.02,,식품의약품안전처,522g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 치즈크러스트 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,245,,12.73,,,,3.64,,,,,,423,,,,,,,,,,4.09,,식품의약품안전처,880g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 치즈크러스트 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,245,,12.5,,,,3.41,,,,,,426,,,,,,,,,,3.98,,식품의약품안전처,528g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 팬 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,257,,13.27,,,,4.08,,,,,,413,,,,,,,,,,4.29,,식품의약품안전처,784g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 팬 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,258,,12.99,,,,3.9,,,,,,412,,,,,,,,,,4.16,,식품의약품안전처,462g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 흑미스크린 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,249,,12.22,,,,5.56,,,,,,418,,,,,,,,,,4.33,,식품의약품안전처,720g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 흑미스크린 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,245,,12.31,,,,6.15,,,,,,417,,,,,,,,,,4.62,,식품의약품안전처,390g(,지정환피자,2022-10-30,2023-08-31
피자_아시아고피자 흑미스크린치즈크러스트 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,233,,13.16,,,,5.26,,,,,,433,,,,,,,,,,4.21,,식품의약품안전처,456g(,지정환피자,2022-10-30,2023-08-31
피자_아이리쉬포테이토피자 (F),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,241,,9.63,,,,3.7,,,,,,508,,,,,,,,,,2.96,,식품의약품안전처,1079g,파파존스,2022-10-30,2023-08-31
피자_아이리쉬포테이토피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,242,,9,,,,3,,,,,,510,,,,,,,,,,3,,식품의약품안전처,802g(,파파존스,2022-10-30,2023-08-31
피자_아이리쉬포테이토피자 (P),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,242,,9.49,,,,3.65,,,,,,509,,,,,,,,,,2.92,,식품의약품안전처,1372g,파파존스,2022-10-30,2023-08-31
피자_아이리쉬포테이토피자 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,241,,9.46,,,,3.38,,,,,,508,,,,,,,,,,3.38,,식품의약품안전처,443g(,파파존스,2022-10-30,2023-08-31
피자_아이리쉬포테이토피자,외식(프랜차이즈 등 업체 제공 영양정,2120,100g,234,,9.52,,,,3.69,,,,,,322,,,,,,,,,,3.84,,식품의약품안전처,704g(,피자스쿨,2022-10-30,2023-08-31
피자_알고구마피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,259,,9.25,,,,9.71,,,,,,223,,,,,,,,,,3.15,,식품의약품안전처,823g(,피굽남피자,2022-10-30,2023-08-31
피자_알바의실수피자 (L),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,253,,15.38,,,,1.47,,,,,,328,,,,,,,,,,5.31,,식품의약품안전처,1140g,비토랩,2022-10-30,2023-08-31
피자_알바의실수피자 (R),외식(프랜차이즈 등 업체 제공 영양정,2120,100g,253,,15.29,,,,1.46,,,,,,328,,,,,,,,,,5.35,,식품의약품안전처,940g(,비토랩,2022-10-30,2023-08-31
피자_앵거스 비프 랍스타피자,외식(프랜차이즈 등 업체 제공 영양정,2120,100g,231,,13.12,,,,5.05,,,,,,399,,,,,,,,,,3.64,,식품의약품안전처,997g(,유로코피자,2022-10-30,2023-08-31
